,Words,Part-Words
0,0.035926183219999075,0.08135631401091814
1,0.035518443677574396,0.0813952716998756
2,0.03586436063051224,0.08024991163983941
3,0.03564409585669637,0.08117461483925581
4,0.03495712811127305,0.08177349902689457
5,0.03493261942639947,0.082437080796808
6,0.03590755816549063,0.07959924265742302
7,0.03549969522282481,0.08103293878957629
8,0.03509947378188372,0.08144566742703319
9,0.034716950729489326,0.0832191170193255
10,0.03517496585845947,0.08149985456839204
11,0.035579030867666006,0.0806334144435823
12,0.03497667936608195,0.08259114250540733
13,0.035186709836125374,0.08162128319963813
14,0.03516270173713565,0.08220772631466389
15,0.03403474483639002,0.08452368760481477
16,0.034808982629328966,0.08338798256590962
17,0.03514497820287943,0.08257098821923137
18,0.03520862432196736,0.08180324407294393
19,0.034695103764534,0.08349235961213708
20,0.035153410863131285,0.08166560903191566
21,0.03512789076194167,0.08147647092118859
22,0.03526981268078089,0.08181298384442925
23,0.03560751350596547,0.08101232256740332
24,0.03591380128636956,0.08024434000253677
25,0.034648049622774124,0.08362847520038486
26,0.03410639939829707,0.08463692106306553
27,0.034695122856646776,0.08315285248681903
28,0.03479894436895847,0.08245795639231801
29,0.03581382567062974,0.0802366454154253
30,0.03509544534608722,0.08202664460986853
31,0.035960044246166945,0.08047035243362188
32,0.03651333786547184,0.0785871441476047
33,0.034449424128979445,0.08322443021461368
34,0.03445572918280959,0.0844249096699059
35,0.034699758514761925,0.08333934005349874
36,0.03526781499385834,0.0813295659609139
37,0.034819197840988636,0.08316699275746942
38,0.03470455901697278,0.08299416908994317
39,0.035135793033987284,0.08183086244389415
40,0.035111815202981234,0.08289401419460773
41,0.03437746362760663,0.0832908027805388
42,0.03527430072426796,0.08125054417178035
43,0.03557546762749553,0.08089430630207062
44,0.03537225630134344,0.08094041654840112
45,0.03525332733988762,0.08259770460426807
46,0.03593618329614401,0.08059991337358952
47,0.03526983456686139,0.08115466684103012
48,0.03504976583644748,0.08257868699729443
49,0.03581504011526704,0.08092218451201916
50,0.03496741037815809,0.0824565370567143
51,0.03466643253341317,0.0829074471257627
52,0.03468653419986367,0.08265835978090763
53,0.035608863923698664,0.080235805362463
54,0.0356150814332068,0.08133134758099914
55,0.035530736204236746,0.0807195189408958
56,0.0353743308223784,0.08171354606747627
57,0.03560044663026929,0.08170057320967317
58,0.03552594408392906,0.08050824888050556
59,0.035753922536969185,0.08051649620756507
60,0.035424921195954084,0.08127583237364888
61,0.035155859775841236,0.08145244466140866
62,0.03515740064904094,0.08208631491288543
63,0.03522116132080555,0.081920076161623
64,0.035138674546033144,0.08211409719660878
65,0.03542455565184355,0.08184039918705821
66,0.03545827558264136,0.08082313509657979
67,0.03564010048285127,0.08056594431400299
68,0.03528505750000477,0.08166686585173011
69,0.03503640228882432,0.08220532955601811
