,Words,Part-Words
0,0.12072654627263546,0.07480549486353993
1,0.11885498091578484,0.0710145365446806
2,0.11581503413617611,0.06844358006492257
3,0.11583166569471359,0.0698807667940855
4,0.11844653263688087,0.07166240597143769
5,0.11623606830835342,0.070446299854666
6,0.11551686562597752,0.07048617443069816
7,0.11418384499847889,0.06949225440621376
8,0.11666170135140419,0.06993724778294563
9,0.11598201468586922,0.06968780374154449
10,0.11628861352801323,0.0709452424198389
11,0.11425698176026344,0.07081020995974541
12,0.11640521697700024,0.07176416926085949
13,0.11704944632947445,0.07150570536032319
14,0.11506212502717972,0.069322993978858
15,0.11548162251710892,0.07123223319649696
16,0.11792876943945885,0.07309827767312527
17,0.11449902225285769,0.06891890009865165
18,0.11832649819552898,0.07263339124619961
19,0.11468221805989742,0.06997701665386558
20,0.11434635147452354,0.07113209227100015
21,0.11501729115843773,0.06857004621997476
22,0.11675981059670448,0.07178862579166889
23,0.11608023568987846,0.07092569209635258
24,0.11615173518657684,0.07192398468032479
25,0.11290229391306639,0.06851259898394346
26,0.117775684222579,0.07179088285192847
27,0.11453319154679775,0.06990846246480942
28,0.11439524963498116,0.06981127755716443
29,0.11646031588315964,0.06965421140193939
30,0.11609026789665222,0.07086976058781147
31,0.11585405468940735,0.07002348592504859
32,0.11713213101029396,0.07173458859324455
33,0.117712477222085,0.07165530929341912
34,0.11577640287578106,0.06941138906404376
35,0.11493023484945297,0.0684225601144135
36,0.1155757624655962,0.06946018757298589
37,0.11547011323273182,0.07105090282857418
38,0.11593439802527428,0.06995954178273678
39,0.11507665179669857,0.06921837432309985
40,0.11636396683752537,0.07171918684616685
41,0.11568029224872589,0.0719832913018763
42,0.11572065763175488,0.06885362369939685
43,0.11672801896929741,0.07189406640827656
44,0.11629635654389858,0.07074034726247191
45,0.11864050291478634,0.0731555656529963
46,0.11634143441915512,0.07175230188295245
47,0.1157968882471323,0.07141215307638049
48,0.11521056853234768,0.07014869572594762
49,0.11585262604057789,0.07040047971531749
50,0.11512965522706509,0.07156033860519528
51,0.11725978925824165,0.07264282880350947
52,0.11615620739758015,0.07154284371063113
53,0.11816329322755337,0.07259076833724976
54,0.11442362517118454,0.06980390707030892
55,0.11611464992165565,0.07183704897761345
56,0.11598031222820282,0.0724239107221365
57,0.11394630558788776,0.06895435974001884
58,0.11524499207735062,0.06988447578623891
59,0.11580893024802208,0.07105561392381787
60,0.11536595784127712,0.06987988436594605
61,0.11456973105669022,0.07012749882414937
62,0.11829005926847458,0.07302518142387271
63,0.1171412281692028,0.07284234836697578
64,0.11556152254343033,0.07049954682588577
65,0.11455155909061432,0.06971139973029494
66,0.11674126423895359,0.07117032818496227
67,0.1142411157488823,0.07003586366772652
68,0.11605241894721985,0.06991836475208402
69,0.11575067788362503,0.0708154640160501
