,Words,Part-Words
0,0.15821244940161705,0.25754986703395844
1,0.17048612236976624,0.2675701007246971
2,0.17290297895669937,0.28017452731728554
3,0.16594506800174713,0.27696531638503075
4,0.17322586476802826,0.28183700889348984
5,0.1770644560456276,0.29074372723698616
6,0.1768398955464363,0.2834608256816864
7,0.17779819667339325,0.28852323815226555
8,0.17427882924675941,0.28093748167157173
9,0.1806952878832817,0.2871748097240925
10,0.18016943335533142,0.2904697544872761
11,0.17796677723526955,0.2766977734863758
12,0.16240157559514046,0.26150601729750633
13,0.18247385323047638,0.2874304875731468
14,0.1622033305466175,0.2638135962188244
15,0.17708956077694893,0.28132519870996475
16,0.17328622192144394,0.2811286225914955
17,0.17672384902834892,0.28158434852957726
18,0.17959580197930336,0.28579356893897057
19,0.17821574956178665,0.2876262404024601
20,0.17162832990288734,0.27059455960989
21,0.17634086683392525,0.27665718644857407
22,0.17422913014888763,0.286024272441864
23,0.16778871789574623,0.2641701474785805
24,0.18183543533086777,0.28213073685765266
25,0.1776035837829113,0.2801540456712246
26,0.17034665867686272,0.26717887446284294
27,0.17556098476052284,0.2797052264213562
28,0.1785333938896656,0.28864990919828415
29,0.17444045096635818,0.2839968837797642
30,0.17426396161317825,0.2786569520831108
31,0.17743290215730667,0.28060610592365265
32,0.17021771892905235,0.26586782187223434
33,0.17920942604541779,0.28545912355184555
34,0.17676712572574615,0.27837618440389633
35,0.17507529258728027,0.2853556275367737
36,0.17921157553792,0.28495219722390175
37,0.17188188061118126,0.2703581489622593
38,0.18009482696652412,0.28436148911714554
39,0.17236895859241486,0.2828158475458622
40,0.17052970826625824,0.26916462928056717
41,0.17938436940312386,0.28530843555927277
42,0.1749042086303234,0.2787679173052311
43,0.16869113594293594,0.2724772095680237
44,0.18313951417803764,0.289281465113163
45,0.17022130638360977,0.282181765884161
46,0.1773872934281826,0.27989019826054573
47,0.17975898459553719,0.2849726192653179
48,0.17914041131734848,0.2810712344944477
49,0.16910302639007568,0.2690461464226246
50,0.18346090987324715,0.28672388941049576
51,0.1634550280869007,0.2591453045606613
52,0.1827087663114071,0.2843734137713909
53,0.17466820776462555,0.2815534882247448
54,0.17956765741109848,0.28469135239720345
55,0.16942956298589706,0.2714036665856838
56,0.18286865949630737,0.28587043285369873
57,0.1674080789089203,0.2654735893011093
58,0.18150224536657333,0.2852836735546589
59,0.17645613104104996,0.28421248495578766
60,0.17306678742170334,0.27775707095861435
61,0.17190257459878922,0.2704647146165371
62,0.18390845879912376,0.2869865894317627
63,0.1645069718360901,0.2628495767712593
64,0.1804686188697815,0.2818475402891636
65,0.17402880638837814,0.2810600958764553
66,0.17745038121938705,0.28358742222189903
67,0.1737934984266758,0.27122628316283226
68,0.1753346435725689,0.27752623334527016
69,0.17620771378278732,0.28116611391305923
